symbol,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,fax,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,logo_url,UpdateTime,address2,lastDividendDate,impliedSharesOutstanding,toCurrency,err,quoteSourceName,averageDailyVolume3Month,regularMarketTime,regularMarketChange,currencySymbol,preMarketPrice,exchangeDataDelayedBy,postMarketChange,postMarketPrice,exchangeName,preMarketChange,regularMarketSource,marketState,preMarketSource,regularMarketChangePercent,postMarketTime,postMarketSource,postMarketChangePercent,preMarketTime,preMarketChangePercent
ACHV,V6E 4H1,Healthcare,13.0,"Achieve Life Sciences, Inc., a clinical-stage pharmaceutical company, develops and commercializes of cytisinicline for smoking cessation and nicotine addiction in the United States and internationally. The company offers cytisinicline, a plant-based alkaloid that interacts with nicotine receptors in the brain to help reduce the severity of nicotine withdrawal symptoms. It has license agreements with Sopharma AD and University of Bristol. The company is based in Vancouver, Canada.",Vancouver,604 210 2217,BC,Canada,[],http://www.achievelifesciences.com,1,1040 West Georgia Street,,Biotechnology,0.0,0.0,0.0,-15465000.0,,0.0,-19119000.0,21.0,buy,,-8303625.0,27.5,7.24,,8.66,-0.48145,6.0,42.83,0.419,-0.86123,100.0,29637000.0,126000.0,,4.808,USD,,8.432,1.6,NCM,"Achieve Life Sciences, Inc.","Achieve Life Sciences, Inc.",America/New_York,EDT,False,-14400000.0,,EQUITY,,,finmb_415241078,a8d5007a-e79a-3fda-b122-9798e9ba8d73,us_market,,,,-1.149,,,-3.19,,9450070.0,,,,4.892,319400.0,0.033800002,,1609372800.0,0.17075,-19409000.0,-5.022,,,1.4799672,0.0030899998,1672444800.0,,1617148800.0,1.34,1620950400.0,6120531.0,1.277941,21961406.0,2,,1596153600.0,1:20,,,,,1623715200.0,-0.19,,-2.2695923,,0.0339,428089.0,,,7.32,7.34,10.266857,,0.0,,7.415,,78087.0,7.32,7.8994284,,7.34,78087.0,,,,,,,7.05,USD,,67400.0,,,,68418504.0,,,244814.0,7.05,7.27,1100.0,67400.0,16.1,,,6.85,7.25,False,,800.0,7.415,7.24,https://logo.clearbit.com/achievelifesciences.com,2021-08-08,Suite 1030,,,,,,,,,,,,,,,,,,,,,,,,
EDSA,L3R 5H6,Healthcare,12.0,"Edesa Biotech, Inc., a clinical-stage biopharmaceutical company, engages in the research and development, manufacture, and commercialization of pharmaceutical products for inflammatory and immune-related diseases. Its lead product candidates are EB05, a monoclonal antibody, which is in Phase 2/Phase 3 clinical study for the treatment of acute respiratory distress syndrome in covid-19 patients; and EB01, a topical cream containing non-steroidal anti-inflammatory compound that is in Phase 2B clinical study to treat chronic allergic contact dermatitis. The company also develops EB02, an extension of sPLA2 anti-inflammatory cream for treating erythema, swelling, and exudation associated with hemorrhoids disease; and EB06, a monoclonal antibody candidate. It has a collaboration agreement with NovImmune SA to develop products containing toll-like receptor 4 and chemokine ligand 10 for therapeutic, prophylactic, and diagnostic applications in humans and animals; and Yissum Research Development Company for the development of products for therapeutic, prophylactic, and diagnostic uses in topical dermal and anorectal applications, as well as for the use in dermatologic and gastrointestinal conditions. Edesa Biotech, Inc. was founded in 2015 and is headquartered in Markham, Canada.",Markham,289 800 9600,ON,Canada,[],http://www.edesabiotech.com,1,100 Spy Court,,Biotechnology,0.0,0.0,0.96572995,-13216238.0,,-143.93936,-15793999.0,16.0,none,311200.0,-14455180.0,17.0,4.78,,4.636,-0.6284,2.0,17.0,0.717,-0.66234,18.0,10966194.0,138137.0,110485.0,0.827,USD,0.011,4.064,,NMS,"Edesa Biotech, Inc.","Edesa Biotech, Inc.",America/New_York,EDT,False,-14400000.0,,EQUITY,,,finmb_313039720,,us_market,,475.481,,-3.326,-0.42891276,,,,13255600.0,,,,1.455,17736.0,0.0013,,1601424000.0,0.14594,-8677860.0,-0.868,,0.3202082,3.2852235,0.28826,1664496000.0,,1617148800.0,0.1,1623715200.0,7860149.0,1.504901,52533516.0,4,,1560124800.0,1:6,,,,573.48755,1626307200.0,,,,,0.0023,34063.0,,,4.85,4.84,5.7232375,,0.0,,4.96,,38328.0,4.85,5.147941,,4.84,38328.0,,,,,,,4.74,USD,,25168.0,,,,63361772.0,,,131753.0,4.74,4.99,1000.0,25168.0,10.15,,,4.05,4.78,False,,1000.0,4.96,4.78,https://logo.clearbit.com/edesabiotech.com,2021-08-08,,,,,,,,,,,,,,,,,,,,,,,,,
VS,V6C 3J4,Communication Services,,"Versus Systems Inc. develops and operates a business-to-business software platform that allows video game publishers and developers to offer prize-based matches of their games to their players in Canada and the United States. It also offers business-to-business software platform to other interactive media content creators. The Versus platform can be integrated into streaming media, TV, mobile, console, and PC games, as well as mobile apps. Versus Systems Inc. has strategic partnership with Frias Agency. The company is headquartered in Vancouver, Canada.",Vancouver,604 639 4457,BC,Canada,[],http://www.versussystems.com,1,1558 West Hastings Street,,Electronic Gaming & Multimedia,0.0,0.0,0.82779,-7454948.0,0.619,-4.9478602,-9206497.0,,none,1518704.0,-4473523.0,,4.62,,4.881,-0.54058,,,36.225,-2.63838,,14023971.0,4323118.0,1864870.0,1.071,CAD,0.183,4.715,,NCM,Versus Systems Inc.,Versus Systems Inc.,America/New_York,EDT,False,-14400000.0,,EQUITY,,,finmb_3103401,2c54e23f-4c54-32c6-a5a8-07ab19f61204,us_market,,24.116,,-4.885,,,,,13401700.0,,,,,70965.0,0.0053,,1609372800.0,0.15196,-9373452.0,,,,,0.15077,1672444800.0,,1617148800.0,0.94,1623715200.0,10996803.0,1.588139,44973872.0,4,,1607990400.0,1:16,,,,33.284653,1626307200.0,,,,,0.0061000003,94428.0,,,4.58,4.63,7.2722044,,0.0,,4.6887,,30612.0,4.58,5.0635715,,4.63,30612.0,,,,,,,4.5401,USD,,10104.0,,,,62071548.0,,,55615.0,4.5401,4.72,1300.0,10104.0,14.9002,,,2.512,4.66,False,,900.0,4.6887,4.62,https://logo.clearbit.com/versussystems.com,2021-08-08,,,,,,,,,,,,,,,,,,,,,,,,,
HUGE,M5X 1A4,Healthcare,9.0,"FSD Pharma Inc., through its subsidiaries, operates as a pharmaceutical research and development company. Its lead candidate includes FSD 201 that is in the Phase II clinical trial to treat COVID-19 disease. The company also develops drugs for the treatment of pain, inflammation, and neurological disorders. It has license agreements with Epitech Group SpA.; and with Innovet Italia S.R.L. to develop veterinary drugs for the treatment of gastro-intestinal diseases in dogs and cats. The company was founded in 1998 and is headquartered in Toronto, Canada.",Toronto,416 854 8884,ON,Canada,[],http://www.fsdpharma.com,1,First Canadian Place,,Drug Manufacturers—Specialty & Generic,0.0,0.0,0.0,-19120780.0,,0.0,-29177060.0,,none,,-2777754.0,,1.7,,7.732,-0.37045,,,0.696,-0.60262,,49838732.0,476737.0,,1.385,USD,,6.364,,NCM,FSD Pharma Inc.,FSD Pharma Inc.,America/New_York,EDT,False,-14400000.0,,EQUITY,,,finmb_266208867,b37d3e6e-b1d0-354e-b132-8824585d9624,us_market,,,,-0.566,,,,,35991800.0,,,,,945834.0,0.026300002,,1609372800.0,0.02528,-29697936.0,,,,,0.12909001,1672444800.0,,1617148800.0,1.77,1619740800.0,33967013.0,1.091522,16503216.0,4,,1571184000.0,1:201,,,,,1622160000.0,,,,,,1119592.0,,,1.69,1.69,1.9063572,,0.0,,1.7,,182625.0,1.69,1.6814286,,1.69,182625.0,,,,,,,1.61,USD,,272202.0,,,,61186060.0,,,373293.0,1.61,1.68,1000.0,272202.0,4.44,,,1.28,1.66,False,,1200.0,1.7,1.7,https://logo.clearbit.com/fsdpharma.com,2021-08-08,Suite 3400 100 King Street West,,,,,,,,,,,,,,,,,,,,,,,,
VMAR,J7G 2A7,Consumer Cyclical,,"Vision Marine Technologies Inc., doing business as Canadian Electric Boat Company, designs, manufactures, rents, and sells electric powerboats in Canada. It offers powerboats to commercial and retail customers, as well as the operators of rental fleets. The company also designs, manufactures, and sells electric outboard powertrain systems and its related technologies to original equipment manufacturers. It also sells its products online. The company was formerly known as The Canadian Electric Boat Company. Vision Marine Technologies Inc. was founded in 1995 and is headquartered in Boisbriand, Canada.",Boisbriand,450 951 7009,QC,Canada,[],http://www.visionmarinetechnologies.com,1,730 Boulevard du CurE-Boivin,,Leisure,-2.82806,0.0,0.15876001,-4714989.0,-0.504,-2.83947,-6913756.0,19.85,buy,604390.0,-1350280.0,19.85,7.08,,31.442,-0.22044,1.0,19.85,1.826,-0.5052,19.85,31029380.0,626238.0,2444702.0,3.859,CAD,0.437,29.337,2.0,NCM,Vision Marine Technologies Inc.,Vision Marine Technologies Inc.,America/New_York,EDT,False,-14400000.0,,EQUITY,,,finmb_669179221,8bc43e27-a8ae-3a51-8f8f-76eb036692b9,us_market,,20.423,,-7.222,,,,,8209260.0,,,,,49276.0,0.0061000003,,1598832000.0,0.07337,-8554290.0,,,,,0.5676,1661904000.0,,1614470400.0,0.92,1619740800.0,3471657.0,,49928676.0,2,,,,,,,24.580933,1622160000.0,,,,,0.0108,38659.0,,,7.09,7.11,9.490542,,0.0,,7.1792,,29137.0,7.09,8.276315,,7.11,29137.0,,,,,,,7.0312,USD,,22333.0,,,,60093056.0,,,76301.0,7.0312,6.94,800.0,22333.0,17.9,,,6.01,6.86,False,,1200.0,7.1792,7.08,https://logo.clearbit.com/visionmarinetechnologies.com,2021-08-08,,,,,,,,,,,,,,,,,,,,,,,,,
AAU,V6H 3R9,Basic Materials,,"Almaden Minerals Ltd., an exploration stage company, engages in the acquisition, exploration, and development of mineral properties in Canada and Mexico. The company primarily explores for gold, silver, and copper deposits. Its principal property is the Tuligtic Property/Ixtaca Project that covers an area of approximately 7,200 hectares located in Puebla State, Mexico. The company was incorporated in 1980 and is headquartered in Vancouver, Canada.",Vancouver,604 689 7644,BC,Canada,[],http://www.almadenminerals.com,1,1333 Johnston Street,604 689 7645,Gold,0.0,0.0,0.0,-940887.0,,0.0,-4902993.0,,none,,-2400032.0,,0.4264,,19.537,-0.03744,,,3.663,-0.0473,,13941567.0,3039659.0,,0.102,CAD,,18.383,,ASE,"Almaden Minerals, Ltd.",Almaden Minerals Ltd.,America/New_York,EDT,False,-14400000.0,,EQUITY,,,finmb_5512625,da48ea4a-d47c-3b90-a46d-c6757647973c,us_market,,,,-10.127,,,,,137220992.0,,,,0.605,1027209.0,0.0075,,1609372800.0,0.05661,-3614880.0,-0.024,,,0.7047934,0.04079,1672444800.0,,1617148800.0,1.55,1623715200.0,131845073.0,1.233399,49653900.0,4,,,,,,,,1626307200.0,,,,,0.0078,1003304.0,,,0.4415,0.4238,0.5767143,,0.0,,0.4413,,381125.0,0.4415,0.45914286,,0.4238,381125.0,,,,,,,0.4209,USD,,267359.0,,,,58511032.0,,,685575.0,0.4209,0.429,1400.0,267359.0,1.24,,,0.4,0.4289,False,,800.0,0.4413,0.4264,https://logo.clearbit.com/almadenminerals.com,2021-08-08,Suite 210,,,,,,,,,,,,,,,,,,,,,,,,
NVCN,V6V 2J7,Healthcare,71.0,"Neovasc Inc., a specialty medical device company, develops, manufactures, and markets medical devices for cardiovascular marketplace in Europe, Canada, the United States, and internationally. Its products include the Tiara technology for the transcatheter treatment of mitral valve disease; and the Neovasc Reducer for the treatment of refractory angina. The company was formerly known as Medical Ventures Corp. and changed its name to Neovasc Inc. in July 2008. Neovasc Inc. was incorporated in 2000 and is headquartered in Richmond, Canada.",Richmond,604 270 4344,BC,Canada,[],http://www.neovasc.com,1,13562 Maycrest Way,604 270 4384,Medical Devices,0.0,0.0,0.78997004,-31231240.0,-0.152,-20.19984,-37635460.0,1.5,strong_buy,1511123.0,-19641276.0,1.88,0.8299,,12.927,-0.46554002,2.0,1.88,13.623,-0.82811,2.25,70493896.0,9794429.0,1876261.0,1.044,USD,0.072,12.598,1.0,NCM,Neovasc Inc.,Neovasc Inc.,America/New_York,EDT,False,-14400000.0,,EQUITY,,,finmb_3168457,,us_market,,-2.493,,0.124,-0.64529914,,-0.13,,67500000.0,,,,1.065,1357318.0,0.0201,,1609372800.0,0.13493,-26750864.0,-1.022,,0.3202082,0.77924883,0.20782,1672444800.0,,1617148800.0,2.35,1623715200.0,56482000.0,2.940522,-4677843.0,4,,1562025600.0,1:10,,,,29.856321,1626307200.0,,,-6.3838468,,0.0201,1643286.0,,,0.82,0.82,1.0820144,,0.0,,0.8499,,512828.0,0.82,0.85558826,,0.82,512828.0,,,,,,,0.8084,USD,,215637.0,,,,56018252.0,,,834428.0,0.8084,0.8499,1200.0,215637.0,2.66,,,0.68,0.81,False,,1300.0,0.8499,0.8299,https://logo.clearbit.com/neovasc.com,2021-08-08,Suite 5138,,67504096.0,,,,,,,,,,,,,,,,,,,,,,
BGI,H3A 2A5,Consumer Cyclical,319.0,"Birks Group Inc. designs, develops, manufactures, and retails fine jewelry, timepieces, sterling and plated silverware, and gifts in the United States and Canada. The company operates through two segments, Retail and Other. It offers various merchandise, including designer jewelry, diamonds, gemstone and precious metal jewelry, rings, wedding bands, earrings, bracelets, necklaces, charms, and pearls. As of March 27, 2021, the company operated 26 stores under the Maison Birks brand in various metropolitan markets in Canada; 1 retail location under the Brinkhaus brand in Calgary; and 2 retail locations under the Graff and Patek Philippe brands in Vancouver. It also engages in the retail and wholesale of fine jewelry collections through Mappin & Webb and Goldsmiths stores, as well as through e-commerce platforms; and gold exchange business. The company was formerly known as Birks & Mayors Inc. and changed its name to Birks Group Inc. in September 2013. Birks Group Inc. was founded in 1879 and is headquartered in Montreal, Canada.",Montreal,514 397 2592,QC,Canada,[],http://www.maisonbirks.com,1,2020 Robert-Bourassa Boulevard,514 397 2537,Luxury Goods,0.00865,-0.040799998,0.39387,-1723000.0,0.023,-0.0295,1237000.0,,none,56350000.0,-163250.0,,2.84,,0.974,-0.0128,,,,-5.8732395,,1807000.0,152420000.0,143068000.0,0.099,CAD,7.946,0.081,,ASE,Birks Group Inc.,Birks Group Inc.,America/New_York,EDT,False,-14400000.0,,EQUITY,,,finmb_4346880,4925898c-0af9-3187-8d0b-1d07fc252ad0,us_market,,1.417,,163.838,,,,,10611000.0,,,,-0.078,147408.0,0.008,,1616803200.0,0.020499999,-5838000.0,-0.262,,,,0.6147,1679875200.0,,1616803200.0,0.08,1623715200.0,4088454.0,1.335126,202667200.0,4,,,,,,,0.3638415,1626307200.0,,,,,0.032,18024.0,,,2.83,2.81,2.5993571,,0.0,,2.9019,,220887.0,2.83,2.5874286,,2.81,220887.0,,,,,,,2.77,USD,,161474.0,,,,52054076.0,,,1118082.0,2.77,2.81,1100.0,161474.0,5.43,,,0.57,2.79,False,,800.0,2.9019,2.84,https://logo.clearbit.com/maisonbirks.com,2021-08-08,Suite 200,,,,,,,,,,,,,,,,,,,,,,,,
AGRI,V6Z 1S4,Consumer Defensive,5.0,"AgriFORCE Growing Systems, Ltd., an agriculture-focused technology company, focuses on developing proprietary facility design and hydroponics-based automated growing systems for cultivators to grow crops in a controlled environment. It develops facility and lighting solutions; proprietary automated grow technology and integrated artificial intelligence solutions; micropropagation and genetics; and fertigation and nutrients services. The company was formerly known as Canivate Growing Systems Ltd. and changed its name to AgriFORCE Growing Systems Ltd. in November 2019. AgriFORCE Growing Systems, Ltd. was founded in 2017 and is headquartered in Vancouver, Canada.",Vancouver,604 757 0952,BC,Canada,[],http://agriforcegs.com,1,777 Hornby Street,,Farm Products,0.0,0.0,0.0,-1464847.0,,0.0,-2898711.0,,none,,,,3.11,,0.132,,,,276.515,,,327051.0,746646.0,,0.022,USD,,0.112,,NCM,AgriFORCE  Growing Systems Ltd.,"AgriFORCE Growing Systems, Ltd.",America/New_York,EDT,False,-14400000.0,,EQUITY,,,finmb_588687309,,us_market,,,,-18.228,-0.33839482,,,,14983800.0,,,,-0.676,71343.0,0.0049,,1609372800.0,0.0,-4720466.0,-0.565,,0.31372488,,0.19736,1672444800.0,,1625011200.0,0.01,,11153612.0,,52836440.0,4,,,,,,,,1626307200.0,,,,,0.0057,,,,3.06,3.01,3.549,,0.0,,3.2198,,2848828.0,3.06,3.549,,3.01,2848828.0,,,,,,,3.01,USD,,690189.0,,,,46599616.0,,,3003430.0,3.01,0.0,3100.0,690189.0,8.45,,,2.85,0.0,False,,1800.0,3.2198,3.11,https://logo.clearbit.com/agriforcegs.com,2021-08-08,Suite 600,,,,,,,,,,,,,,,,,,,,,,,,
LEXX,V1X 2P7,Healthcare,4.0,"Lexaria Bioscience Corp. operates in the drug delivery platform business. It develops and out-licenses its DehydraTECH technology for the delivery of bioactive compounds that promotes healthy ingestion methods, lower overall dosing, and higher effectiveness in active molecule delivery. The company has licensed DehydraTECH to various companies operating in the nicotine, pharmaceutical, nutraceutical, and vitamin industries. Lexaria Bioscience Corp. was founded in 2004 and is headquartered in Kelowna, Canada.",Kelowna,250 765 6424,BC,Canada,[],http://www.lexariabioscience.com,1,100 â 740 McCurdy Road,,Biotechnology,0.0,0.0,0.79330003,-3509418.0,4.602,-5.71964,-4608647.0,,strong_buy,276925.0,-2191580.0,,6.23,,43.783,-0.42556,,,1.034,-0.54357,,8509256.0,106156.0,825456.0,1.667,USD,0.218,42.779,1.0,NCM,Lexaria Bioscience Corp.,Lexaria Bioscience Corp.,America/New_York,EDT,False,-14400000.0,,EQUITY,,,finmb_26180395,,us_market,,31.157,,-5.58,0.390625,,,,5684520.0,,,,2.026,432258.0,0.0847,,1598832000.0,0.07588,-3568747.0,-0.969,,0.33407593,3.0750246,0.16778,1661904000.0,,1622419200.0,3.79,1623715200.0,3927477.0,1.66322,25718412.0,2,,,,,,,42.903027,1626307200.0,,,,,0.1069,407384.0,,,6.7,6.5,6.0481296,,0.0,,6.57,,7825300.0,6.7,6.8129716,,6.5,7825300.0,,,,,,,6.0948,USD,,195329.0,,,,35414560.0,,,1914804.0,6.0948,6.38,4000.0,195329.0,12.5,,,3.975,6.0,False,,1200.0,6.57,6.23,https://logo.clearbit.com/lexariabioscience.com,2021-08-08,,,5104330.0,,,,,,,,,,,,,,,,,,,,,,
SYTA,H4C 2Z6,Technology,,"Siyata Mobile Inc. develops and provides cellular communications solutions for enterprise customers. It offers vehicle mounted cellular based communications platforms over advanced 4G mobile networks. The company also provides 4G/LTE devices, such as Uniden UV350 and Uniden CP250, a vehicle communication device that delivers cellular voice calls, push-to-talk over cellular, data applications, navigation, built in camera, DVR, and others; and Uniden UR7, a 4G/LTE rugged smartphone for industrial users. In addition, it offers Uniden cellular signal boosters and accessories for homes, buildings, manufacturing facilities, and vehicles with poor cell coverage. The company serves cellular network operators and their dealers, as well as commercial vehicle technology distributors for fleets in Israel, Europe, Australia, New Zealand, Canada, and the United States. Siyata Mobile Inc. was incorporated in 1986 and is based in Montreal, Canada.",Montreal,888 316 3747,QC,Canada,[],http://www.siyatamobile.com,1,1001 Lenoir Street,,Communication Equipment,-0.66564006,-0.77314,0.2719,-5155970.0,-0.403,-0.66667,-7963554.0,,none,3287215.0,-4258665.0,,6.1,,3.466,-0.17596,,,41.246,-0.51832,,14631921.0,8992391.0,11963653.0,4.564,CAD,13.178,2.782,,NCM,"Siyata Mobile, Inc.",Siyata Mobile Inc.,America/New_York,EDT,False,-14400000.0,,EQUITY,,,finmb_292561637,edb11b36-f918-3b06-a341-6b08de231def,us_market,,1.662,,-2.496,,,,,4577670.0,,,,,49738.0,0.0109,,1577750400.0,0.17295,-9249596.0,,,,,0.21752001,1640908800.0,,1601424000.0,2.72,1620950400.0,3083181.0,1.498913,19877866.0,2,,,,,,,2.3340518,1623715200.0,,,,,,52330.0,,,6.08,6.6467,9.46735,,0.0,,6.3045,,32387.0,6.08,7.5291715,,6.6467,32387.0,,,,,,,5.61,USD,,47896.0,,,,27923786.0,,,18076.0,5.61,6.4,800.0,47896.0,15.75,,,3.9,6.29,False,,800.0,6.3045,6.1,https://logo.clearbit.com/siyatamobile.com,2021-08-08,Suite A-414,,,,,,,,,,,,,,,,,,,,,,,,
INM,V6C 1B4,Healthcare,,"InMed Pharmaceuticals Inc., a clinical stage pharmaceutical company, researches and develops cannabinoid-based therapies. The company's lead product is INM-755, a cannabinol topical cream, which is in a second Phase I clinical trials for the treatment of epidermolysis bullosa. The company is also involved in developing INM-088, which is in preclinical studies for the treatment of glaucoma; and INM-405 for the treatment of orofacial pain. In addition, it engages in the development of cannabinoid-based treatments for various diseases, including dermatology and ocular diseases. Further, the company works on IND-enabling pharmacology and preclinical toxicology studies. It has a research collaboration agreement with BayMedica Inc. for the manufacturing and testing of novel cannabinoid therapeutics. The company was formerly known as Cannabis Technologies Inc. and changed its name to InMed Pharmaceuticals Inc. in October 2014. InMed Pharmaceuticals Inc. was incorporated in 1981 and is based in Vancouver, Canada.",Vancouver,604 669 7207,BC,Canada,[],http://www.inmedpharma.com,1,815 West Hastings Street,778 945 6800,Biotechnology,0.0,0.0,0.0,-9573515.0,,0.0,-8562853.0,,none,,-5774304.0,,2.5,,6.356,-0.52155995,,,2.833,-1.05117,,9454154.0,295052.0,,1.174,CAD,,5.556,,NCM,InMed Pharmaceuticals Inc.,InMed Pharmaceuticals Inc.,America/New_York,EDT,False,-14400000.0,,EQUITY,,,finmb_9199217,54d72c02-33c2-35ea-9933-95bec823badf,us_market,,,,-1.553,,,,,8050710.0,,,,,93348.0,0.0104,,1593475200.0,0.06342,-9047626.0,,,,,0.00861,1656547200.0,,1617148800.0,1.0,1623715200.0,8003369.0,1.430903,13302371.0,4,,1593993600.0,1:33,,,,,1626307200.0,,,,,,13713.0,,,2.45,2.48,3.4796643,,0.0,,2.58,,65487.0,2.45,2.779457,,2.48,65487.0,,,,,,,2.41,USD,,18561.0,,,,20126776.0,,,71225.0,2.41,2.57,900.0,18561.0,8.94,,,2.2,2.55,False,,1300.0,2.58,2.5,https://logo.clearbit.com/inmedpharma.com,2021-08-08,Suite 310,,,,,,,,,,,,,,,,,,,,,,,,
